Euler 0.01:
x[i]	y[i]	Ans(y[i])	Difference
0.9100000000000006	1.541051524287614	0.9100320717498851	-3.2071749884510226E-05
0.9200000000000006	1.5216148903520899	0.9200358603771133	-3.586037711267309E-05
0.9300000000000006	1.4983315405998916	0.9300392875304344	-3.928753043380695E-05
0.9400000000000006	1.4679734453372113	0.9400328466928152	-3.2846692814558764E-05
0.9500000000000006	1.416340157307793	0.9497800002269761	0.00021999977302455953
0.9600000000000006	1.3982033962608444	0.9512178896070677	0.008782110392932974
0.9700000000000006	1.262348647294534	0.9346305511672179	0.0353694488327827
0.9800000000000006	1.293857628444299	0.9423077211501079	0.03769227884989279
0.9900000000000007	1.334686034935237	0.9490248927784104	0.04097510722159026
1.0000000000000007	1.4210768843683004	0.9492414208364557	0.05075857916354498

Average error: 0.0017138732214166544
Euler 0.001:
x[i]	y[i]	Ans(y[i])	Difference
0	2	0	0
0.001	1.9997499061815909	0.0010000000599044157	-5.990441562936377E-11
0.002	1.9994996245423198	0.0020000001198807738	-1.1988077371072325E-10
0.003	1.9992491547605635	0.0030000001799290743	-1.7992907424407845E-10
0.004	1.9989984965138212	0.004000000240047541	-2.4004754087258995E-10
0.005	1.9987476494787106	0.00500000030023795	-3.0023794995309716E-10
0.006	1.9984966133309656	0.006000000360500302	-3.605003014856001E-10
0.007	1.9982453877454323	0.0070000004208341515	-4.2083415138088887E-10
0.008	1.9979939723960656	0.008000000481240832	-4.812408319065931E-10
0.009000000000000001	1.9977423669559262	0.009000000541720343	-5.417203421953509E-10
0.010000000000000002	1.9974905710971775	0.010000000602271353	-6.022713508468946E-10
0.011000000000000003	1.9972385844910812	0.011000000662895637	-6.628956342180636E-10
0.012000000000000004	1.9969864068079946	0.01200000072359364	-7.235936363980677E-10
0.013000000000000005	1.996734037717367	0.013000000784364474	-7.843644692084872E-10
0.014000000000000005	1.9964814768877366	0.014000000845209026	-8.452090208277419E-10
0.015000000000000006	1.9962287239867262	0.015000000906127742	-9.061277353450414E-10
0.016000000000000007	1.9959757786810406	0.016000000967120176	-9.671201686711761E-10
0.017000000000000008	1.9957226406364625	0.01700000102818544	-1.0281854326277262E-09
0.01800000000000001	1.9954693095178493	0.018000001089325313	-1.0893253035715311E-09
0.01900000000000001	1.9952157849891292	0.019000001150539347	-1.150539337413381E-09
0.02000000000000001	1.9949620667132981	0.02000000121182932	-1.2118293105101152E-09
0.02100000000000001	1.9947081543524159	0.021000001273193014	-1.2731930024156846E-09
0.022000000000000013	1.9944540475676027	0.022000001334632646	-1.3346326335761383E-09
0.023000000000000013	1.9941997460190355	0.02300000139614644	-1.396146427634637E-09
0.024000000000000014	1.9939452493659442	0.024000001457736175	-1.45773616094802E-09
0.025000000000000015	1.9936905572666082	0.02500000151940185	-1.5194018335162873E-09
0.026000000000000016	1.9934356693783528	0.02600000158114346	-1.581143445339439E-09
0.027000000000000017	1.9931805853575455	0.027000001642960125	-1.6429601082390555E-09
0.028000000000000018	1.9929253048595919	0.028000001704854505	-1.7048544867503956E-09
0.02900000000000002	1.9926698275389325	0.02900000176682438	-1.7668243604274103E-09
0.03000000000000002	1.9924141530490391	0.03000000182887197	-1.8288719497161487E-09
0.03100000000000002	1.9921582810424103	0.031000001890996387	-1.8909963664381912E-09
0.03200000000000002	1.9919022111705684	0.03200000195319763	-1.953197610593538E-09
0.03300000000000002	1.9916459430840554	0.03300000201547615	-2.0154761262713983E-09
0.03400000000000002	1.991389476432429	0.034000002077832825	-2.0778328016501924E-09
0.035000000000000024	1.991132810864259	0.03500000214026677	-2.1402667485515003E-09
0.036000000000000025	1.9908759460271235	0.036000002202778436	-2.202778411064532E-09
0.037000000000000026	1.990618881567605	0.0370000022653687	-2.2653686773677073E-09
0.03800000000000003	1.990361617131286	0.038000002328037574	-2.328037547461026E-09
0.03900000000000003	1.990104152362746	0.039000002390784605	-2.3907845772552783E-09
0.04000000000000003	1.9898464869055572	0.04000000245361157	-2.4536115431073036E-09
0.04100000000000003	1.9895886204022804	0.0410000025165167	-2.5165166686602625E-09
0.04200000000000003	1.9893305524944607	0.04200000257950132	-2.5795012861817845E-09
0.04300000000000003	1.9890722828226244	0.04300000264256587	-2.6425658397610796E-09
0.04400000000000003	1.9888138110262745	0.04400000270570992	-2.705709885308938E-09
0.04500000000000003	1.9885551367438867	0.04500000276893479	-2.768934755092989E-09
0.046000000000000034	1.9882962596129055	0.04600000283223826	-2.8322382286671832E-09
0.047000000000000035	1.9880371792697396	0.04700000289562345	-2.89562341465599E-09
0.048000000000000036	1.9877778953497585	0.048000002959089016	-2.9590889807917797E-09
0.04900000000000004	1.9875184074872883	0.049000003022636296	-3.022636259342182E-09
0.05000000000000004	1.9872587153156072	0.0500000030862644	-3.0862643621287766E-09
0.05100000000000004	1.9869988184669418	0.05100000314997333	-3.149973289151564E-09
0.05200000000000004	1.9867387165724626	0.05200000321376397	-3.213763928588964E-09
0.05300000000000004	1.9864784092622796	0.05300000327763721	-3.277637168619396E-09
0.05400000000000004	1.9862178961654389	0.05400000334159216	-3.3415921210644406E-09
0.05500000000000004	1.9859571769099178	0.05500000340562883	-3.4056287859240975E-09
0.05600000000000004	1.9856962511226206	0.05600000346974898	-3.469748939555206E-09
0.057000000000000044	1.9854351184293746	0.05700000353395174	-3.533951693779347E-09
0.058000000000000045	1.9851737784549257	0.05800000359823754	-3.5982374926857297E-09
0.059000000000000045	1.984912230822934	0.05900000366260594	-3.6626058921851445E-09
0.060000000000000046	1.9846504751559697	0.060000003727058715	-3.727058668634431E-09
0.06100000000000005	1.9843885110755082	0.06100000379159454	-3.791594489765959E-09
0.06200000000000005	1.984126338201926	0.06200000385621518	-3.856215131936569E-09
0.06300000000000004	1.9838639561544973	0.06300000392091976	-3.920919713906734E-09
0.06400000000000004	1.9836013645513875	0.06400000398570826	-3.985708221798667E-09
0.06500000000000004	1.9833385630096503	0.06500000405058248	-4.050582438908101E-09
0.06600000000000004	1.9830755511452232	0.06600000411554108	-4.115541032967407E-09
0.06700000000000005	1.9828123285729222	0.06700000418058494	-4.180584892155004E-09
0.06800000000000005	1.9825488949064378	0.06800000424571495	-4.2457149046493114E-09
0.06900000000000005	1.9822852497583305	0.06900000431093067	-4.31093062636112E-09
0.07000000000000005	1.982021392740026	0.07000000437623166	-4.37623161320122E-09
0.07100000000000005	1.9817573234618109	0.07100000444161925	-4.441619197437241E-09
0.07200000000000005	1.9814930415328273	0.07200000450709299	-4.507092934979973E-09
0.07300000000000005	1.9812285465610697	0.07300000457265332	-4.572653269918625E-09
0.07400000000000005	1.9809638381533785	0.07400000463830114	-4.638301090431618E-09
0.07500000000000005	1.980698915915437	0.07500000470403645	-4.704036396518951E-09
0.07600000000000005	1.980433779451765	0.0760000047698588	-4.769858744091415E-09
0.07700000000000005	1.980168428365716	0.07700000483576863	-4.83576857723822E-09
0.07800000000000006	1.9799028622594708	0.07800000490176728	-4.901767228226994E-09
0.07900000000000006	1.9796370807340333	0.07900000496785387	-4.967853808879319E-09
0.08000000000000006	1.9793710833892262	0.08000000503402882	-5.034028763284404E-09
0.08100000000000006	1.9791048698236853	0.08100000510029215	-5.100292091442249E-09
0.08200000000000006	1.978838439634855	0.0820000051666443	-5.166644237442064E-09
0.08300000000000006	1.9785717924189838	0.0830000052330857	-5.233085645373059E-09
0.08400000000000006	1.9783049277711187	0.08400000529961771	-5.299617647502863E-09
0.08500000000000006	1.9780378452851006	0.08500000536623897	-5.3662389115638476E-09
0.08600000000000006	1.9777705445535598	0.08600000543295128	-5.432951213912851E-09
0.08700000000000006	1.9775030251679102	0.08700000549975284	-5.4997527781930344E-09
0.08800000000000006	1.9772352867183445	0.08800000556664589	-5.566645824850447E-09
0.08900000000000007	1.9769673287938296	0.08900000563362953	-5.633629465706669E-09
0.09000000000000007	1.9766991509821015	0.09000000570070421	-5.70070414485091E-09
0.09100000000000007	1.9764307528696592	0.09100000576787126	-5.7678711945508E-09
0.09200000000000007	1.976162134041761	0.0920000058351289	-5.835128838449499E-09
0.09300000000000007	1.9758932940824185	0.09300000590247892	-5.9024788529038474E-09
0.09400000000000007	1.9756242325743913	0.09400000596992131	-5.9699212379138444E-09
0.09500000000000007	1.9753549490991826	0.09500000603745562	-6.03745554939028E-09
0.09600000000000007	1.975085443237033	0.09600000610508408	-6.1050840077792046E-09
0.09700000000000007	1.9748157145669163	0.09700000617280446	-6.172804392634568E-09
0.09800000000000007	1.9745457626665328	0.09800000624061855	-6.240618480313209E-09
0.09900000000000007	1.9742755871123057	0.09900000630852679	-6.308526714904339E-09
0.10000000000000007	1.9740051874793743	0.10000000637652873	-6.376528652318747E-09
0.10100000000000008	1.9737345633415895	0.10100000644462526	-6.444625180734853E-09
0.10200000000000008	1.9734637142715081	0.10200000651281504	-6.512814967885028E-09
0.10300000000000008	1.9731926398403872	0.10300000658110031	-6.58110023421532E-09
0.10400000000000008	1.972921339618179	0.10400000664948061	-6.6494805356365205E-09
0.10500000000000008	1.9726498131735253	0.10500000671795684	-6.7179567603270485E-09
0.10600000000000008	1.972378060073752	0.10600000678652766	-6.7865275760192745E-09
0.10700000000000008	1.972106079884863	0.10700000685519573	-6.855195647248458E-09
0.10800000000000008	1.9718338721715358	0.10800000692395972	-6.9239596417469684E-09
0.10900000000000008	1.9715614364971148	0.10900000699282053	-6.9928204476932265E-09
0.11000000000000008	1.9712887724236061	0.11000000706177726	-7.061777176908812E-09
0.11100000000000008	1.971015879511672	0.11100000713083169	-7.130831605750565E-09
0.11200000000000009	1.9707427573206244	0.11200000719998426	-7.1999841783076945E-09
0.11300000000000009	1.9704694054084209	0.1130000072692332	-7.269233118223362E-09
0.11400000000000009	1.970195823331657	0.11400000733858029	-7.3385802018544055E-09
0.11500000000000009	1.9699220106455615	0.11500000740802685	-7.408026761468456E-09
0.11600000000000009	1.9696479669039906	0.11600000747757111	-7.477571020708673E-09
0.11700000000000009	1.9693736916594213	0.11700000754721485	-7.547214755931897E-09
0.11800000000000009	1.9690991844629468	0.11800000761695717	-7.616957078959707E-09
0.11900000000000009	1.9688244448642693	0.11900000768679941	-7.686799322059734E-09
0.12000000000000009	1.9685494724116948	0.12000000775674158	-7.756741485231977E-09
0.1210000000000001	1.9682742666521267	0.1210000078267841	-7.826784012565646E-09
0.1220000000000001	1.9679988271310602	0.122000007896927	-7.896926904060741E-09
0.1230000000000001	1.9677231533925763	0.12300000796717026	-7.967170159717263E-09
0.1240000000000001	1.9674472449793348	0.12400000803751476	-8.03751466771363E-09
0.12500000000000008	1.9671711014325692	0.1250000081079614	-8.10796133010605E-09
0.12600000000000008	1.9668947222920805	0.12600000817850932	-8.178509230960529E-09
0.12700000000000009	1.9666181070962303	0.1270000082491589	-8.249158828244063E-09
0.12800000000000009	1.966341255381935	0.1280000083199111	-8.319911010135073E-09
0.1290000000000001	1.9660641666846599	0.12900000839076675	-8.390766664811977E-09
0.1300000000000001	1.9657868405384122	0.13000000846172455	-8.461724460007147E-09
0.1310000000000001	1.9655092764757354	0.13100000853278537	-8.532785283899003E-09
0.1320000000000001	1.9652314740277022	0.13200000860395011	-8.603950024665963E-09
0.1330000000000001	1.9649534327239084	0.13300000867521877	-8.675218682308028E-09
0.1340000000000001	1.9646751520924672	0.13400000874659224	-8.746592145003618E-09
0.1350000000000001	1.964396631660002	0.13500000881807006	-8.818069968663522E-09
0.1360000000000001	1.9641178709516391	0.13600000888965225	-8.889652153287741E-09
0.1370000000000001	1.9638388694910032	0.13700000896134057	-8.961340475233115E-09
0.1380000000000001	1.9635596268002091	0.13800000903313459	-9.033134490410433E-09
0.1390000000000001	1.963280142399856	0.13900000910503385	-9.105033754730485E-09
0.1400000000000001	1.9630004158090204	0.1400000091770397	-9.177039600460901E-09
0.1410000000000001	1.9627204465452495	0.14100000924915124	-9.249151139423262E-09
0.1420000000000001	1.9624402341245546	0.1420000093213707	-9.321370592063616E-09
0.1430000000000001	1.9621597780614042	0.1430000093936976	-9.393697514292754E-09
0.1440000000000001	1.9618790778687176	0.144000009466132	-9.466131906110675E-09
0.1450000000000001	1.9615981330578576	0.14500000953867476	-9.5386746556958E-09
0.1460000000000001	1.961316943138624	0.14600000961132498	-9.611324874869709E-09
0.1470000000000001	1.9610355076192458	0.147000009684084	-9.68408389590003E-09
0.1480000000000001	1.960753826006376	0.14800000975695227	-9.756952162875976E-09
0.1490000000000001	1.9604718978050824	0.14900000982992978	-9.829929675797544E-09
0.1500000000000001	1.9601897225188425	0.15000000990301743	-9.903017322843155E-09
0.1510000000000001	1.9599072996495355	0.1510000099762152	-9.976215104012809E-09
0.1520000000000001	1.9596246286974353	0.15200001004952313	-1.0049523019306505E-08
0.1530000000000001	1.9593417091612033	0.15300001012294118	-1.0122941068724245E-08
0.1540000000000001	1.9590585405378813	0.15400001019647158	-1.0196471472712076E-08
0.1550000000000001	1.9587751223228844	0.155000010270113	-1.027011289900237E-08
0.1560000000000001	1.9584914540099936	0.15600001034386635	-1.0343866235773547E-08
0.1570000000000001	1.9582075350913484	0.15700001041773115	-1.0417731038936395E-08
0.1580000000000001	1.9579233650574395	0.1580000104917092	-1.0491709084847756E-08
0.1590000000000001	1.9576389433971013	0.15900001056580004	-1.0565799929418418E-08
0.16000000000000011	1.957354269597505	0.16000001064000502	-1.0640004904916012E-08
0.16100000000000012	1.9570693431441504	0.16100001071432324	-1.0714323123162117E-08
0.16200000000000012	1.9567841635208587	0.16200001078875514	-1.0788755028245944E-08
0.16300000000000012	1.9564987302097652	0.16300001086330163	-1.0863301508345913E-08
0.16400000000000012	1.956213042691311	0.16400001093796313	-1.0937963007551232E-08
0.16500000000000012	1.9559271004442358	0.16500001101273964	-1.1012739525861903E-08
0.16600000000000012	1.9556409029455704	0.16600001108763118	-1.1087631063277925E-08
0.16700000000000012	1.9553544496706285	0.16700001116263907	-1.1162638952066928E-08
0.16800000000000012	1.9550677400929992	0.16800001123776243	-1.1237762304050491E-08
0.16900000000000012	1.9547807736845388	0.16900001131300346	-1.1313003339674665E-08
0.17000000000000012	1.9544935499153635	0.17000001138836218	-1.138836205893945E-08
0.17100000000000012	1.9542060682538411	0.17100001146383725	-1.1463837129577215E-08
0.17200000000000013	1.953918328166583	0.17200001153943045	-1.15394303279448E-08
0.17300000000000013	1.9536303291184363	0.17300001161514222	-1.1615142098131415E-08
0.17400000000000013	1.9533420705724756	0.17400001169097257	-1.169097244013706E-08
0.17500000000000013	1.9530535519899952	0.17500001176692148	-1.1766921353961735E-08
0.17600000000000013	1.9527647728305004	0.17600001184298986	-1.1842989727783859E-08
0.17700000000000013	1.9524757325517001	0.17700001191917814	-1.1919178005692643E-08
0.17800000000000013	1.9521864306094976	0.17800001199548587	-1.1995485743598877E-08
0.17900000000000013	1.9518968664579828	0.17900001207191485	-1.20719147178594E-08
0.18000000000000013	1.9516070395494238	0.18000001214846462	-1.2148464484385002E-08
0.18100000000000013	1.9513169493342588	0.18100001222513606	-1.2225135931354103E-08
0.18200000000000013	1.951026595261087	0.18200001230192964	-1.2301929502855913E-08
0.18300000000000013	1.9507359767766603	0.18300001237884533	-1.2378845198890431E-08
0.18400000000000014	1.9504450933258755	0.18400001245588316	-1.2455883019457659E-08
0.18500000000000014	1.9501539443517644	0.18500001253304443	-1.2533044296825224E-08
0.18600000000000014	1.949862529295486	0.18600001261032872	-1.2610328586903918E-08
0.18700000000000014	1.9495708475963178	0.18700001268773736	-1.268773722196137E-08
0.18800000000000014	1.9492788986916467	0.1880000127652699	-1.276526975790837E-08
0.18900000000000014	1.9489866820169603	0.18900001284292767	-1.2842927527012549E-08
0.19000000000000014	1.9486941970058382	0.19000001292070978	-1.2920709641095485E-08
0.19100000000000014	1.9484014430899428	0.19100001299861846	-1.2998618320603228E-08
0.19200000000000014	1.9481084196990104	0.19200001307665238	-1.3076652233268149E-08
0.19300000000000014	1.9478151262608425	0.19300001315481286	-1.3154812711357877E-08
0.19400000000000014	1.9475215622012965	0.19400001323309946	-1.3233099310783203E-08
0.19500000000000015	1.9472277269442761	0.1950000133115135	-1.3311513363811756E-08
0.19600000000000015	1.946933619911723	0.1960000133900559	-1.3390055758621955E-08
0.19700000000000015	1.9466392405236073	0.1970000134687253	-1.3468725162946171E-08
0.19800000000000015	1.9463445881979173	0.19800001354752483	-1.3547524685408874E-08
0.19900000000000015	1.946049662350652	0.19900001362645225	-1.3626452105564013E-08
0.20000000000000015	1.94575446239581	0.2000000137055098	-1.3705509643857638E-08
0.20100000000000015	1.9454589877453812	0.201000013784697	-1.378469685620054E-08
0.20200000000000015	1.945163237809336	0.2020000138640139	-1.3864013742592718E-08
0.20300000000000015	1.944867211995617	0.20300001394346268	-1.3943462523480221E-08
0.20400000000000015	1.9445709097101287	0.20400001402304158	-1.402304142250621E-08
0.20500000000000015	1.944274330356728	0.20500001410275281	-1.4102752660116735E-08
0.20600000000000016	1.9439774733372144	0.2060000141825964	-1.4182596236311795E-08
0.20700000000000016	1.94368033805132	0.20700001426257186	-1.426257170700218E-08
0.20800000000000016	1.9433829238966995	0.208000014342681	-1.4342680848544731E-08
0.20900000000000016	1.9430852302689212	0.20900001442292382	-1.4422923660939446E-08
0.21000000000000016	1.942787256561456	0.21000001450329986	-1.4503299700097116E-08
0.21100000000000016	1.9424890021656673	0.21100001458381135	-1.4583811186463791E-08
0.21200000000000016	1.942190466470802	0.2120000146644574	-1.466445723186105E-08
0.21300000000000016	1.9418916488639792	0.213000014745238	-1.4745237836288894E-08
0.21400000000000016	1.94159254873018	0.21400001482615494	-1.4826154776104161E-08
0.21500000000000016	1.9412931654522378	0.21500001490720821	-1.4907208051306853E-08
0.21600000000000016	1.9409934984108277	0.21600001498839783	-1.4988397661896968E-08
0.21700000000000016	1.9406935469844557	0.217000015069726	-1.5069725828320557E-08
0.21800000000000017	1.940393310549449	0.2180000151511905	-1.515119033013157E-08
0.21900000000000017	1.9400927884799444	0.21900001523279355	-1.5232793387776056E-08
0.22000000000000017	1.9397919801478782	0.2200000153145356	-1.5314535445343225E-08
0.22100000000000017	1.9394908849229757	0.22100001539641712	-1.5396416946922287E-08
0.22200000000000017	1.9391895021727403	0.22200001547843762	-1.5478437448424032E-08
0.22300000000000017	1.9388878312624422	0.2230000155605989	-1.55605987262053E-08
0.22400000000000017	1.9385858715551083	0.2240000156429005	-1.564290033617688E-08
0.22500000000000017	1.9382836224115105	0.22500001572534378	-1.57253436106064E-08
0.22600000000000017	1.9379810831901552	0.22600001580792783	-1.5807927661315446E-08
0.22700000000000017	1.9376782532472716	0.227000015890654	-1.5890653820571643E-08
0.22800000000000017	1.937375131936801	0.2280000159735236	-1.597352342064262E-08
0.22900000000000018	1.937071718610386	0.22900001605653575	-1.605653557334996E-08
0.23000000000000018	1.9367680126173579	0.23000001613969223	-1.6139692055050503E-08
0.23100000000000018	1.9364640133047262	0.2310000162229926	-1.6222992421655036E-08
0.23200000000000018	1.936159720017167	0.23200001630643774	-1.630643756134198E-08
0.23300000000000018	1.9358551320970117	0.23300001639002765	-1.6390027474111335E-08
0.23400000000000018	1.9355502488842347	0.23400001647376367	-1.647376349223073E-08
0.23500000000000018	1.9352450697164423	0.23500001655764624	-1.6557646059789377E-08
0.23600000000000018	1.934939593928861	0.23600001664167491	-1.6641674732698064E-08
0.23700000000000018	1.934633820854325	0.23700001672585191	-1.672585173140284E-08
0.23800000000000018	1.9343277498232654	0.23800001681017635	-1.6810176167725288E-08
0.23900000000000018	1.934021380163697	0.23900001689464867	-1.6894648485754615E-08
0.24000000000000019	1.933714711201207	0.2400000169792702	-1.6979270017758452E-08
0.2410000000000002	1.9334077422589426	0.2410000170640414	-1.706404120782601E-08
0.2420000000000002	1.933100472657599	0.24200001714896313	-1.7148962944135704E-08
0.2430000000000002	1.9327929017154073	0.24300001723403497	-1.723403478259833E-08
0.2440000000000002	1.932485028748121	0.2440000173192578	-1.7319257611392302E-08
0.2450000000000002	1.932176853069005	0.24500001740463206	-1.7404631874606835E-08
0.2460000000000002	1.9318683739888225	0.24600001749015865	-1.7490158460420346E-08
0.2470000000000002	1.9315595908158216	0.2470000175758389	-1.7575838701100466E-08
0.2480000000000002	1.9312505028557243	0.248000017661671	-1.7661670820290354E-08
0.2490000000000002	1.930941109411712	0.24900001774765812	-1.774765792661448E-08
0.25000000000000017	1.9306314097844137	0.2500000178337993	-1.783379915965E-08
0.25100000000000017	1.930321403271893	0.2510000179200951	-1.792009490797497E-08
0.25200000000000017	1.9300110891696343	0.25200001800654714	-1.800654697570181E-08
0.25300000000000017	1.9297004667705306	0.25300001809315553	-1.8093155362830515E-08
0.25400000000000017	1.9293895353648702	0.2540000181799207	-1.81799205134503E-08
0.25500000000000017	1.9290782942403228	0.2550000182668417	-1.826684153938274E-08
0.25600000000000017	1.9287667426819266	0.25600001835392217	-1.8353921993341515E-08
